time,voltage,excitation,current,preresistor,gain,resistance
0.0,-1.0407366580038797,0.2,1e-05,10000,100,1040.7366580038795
1.000020000400008e-05,-1.0429915163549595,0.2,1e-05,10000,100,1042.9915163549592
2.000040000800016e-05,-1.0426693937333766,0.2,1e-05,10000,100,1042.6693937333764
3.000060001200024e-05,-1.0433136389765423,0.2,1e-05,10000,100,1043.313638976542
4.000080001600032e-05,-1.042025148490211,0.2,1e-05,10000,100,1042.0251484902108
5.0001000020000404e-05,-1.0426693937333766,0.2,1e-05,10000,100,1042.6693937333764
6.000120002400048e-05,-1.040092412760714,0.2,1e-05,10000,100,1040.0924127607138
7.000140002800056e-05,-1.0407366580038797,0.2,1e-05,10000,100,1040.7366580038795
8.000160003200064e-05,-1.0433136389765423,0.2,1e-05,10000,100,1043.313638976542
9.000180003600073e-05,-1.0407366580038797,0.2,1e-05,10000,100,1040.7366580038795
0.00010000200004000081,-1.0423472711117938,0.2,1e-05,10000,100,1042.3472711117936
0.00011000220004400089,-1.0417030258686282,0.2,1e-05,10000,100,1041.703025868628
0.00012000240004800096,-1.040092412760714,0.2,1e-05,10000,100,1040.0924127607138
0.00013000260005200105,-1.0426693937333766,0.2,1e-05,10000,100,1042.6693937333764
0.00014000280005600112,-1.0413809032470454,0.2,1e-05,10000,100,1041.3809032470451
0.00015000300006000122,-1.0426693937333766,0.2,1e-05,10000,100,1042.6693937333764
0.0001600032000640013,-1.0423472711117938,0.2,1e-05,10000,100,1042.3472711117936
0.00017000340006800136,-1.043957884219708,0.2,1e-05,10000,100,1043.9578842197077
0.00018000360007200145,-1.0426693937333766,0.2,1e-05,10000,100,1042.6693937333764
0.00019000380007600152,-1.0433136389765423,0.2,1e-05,10000,100,1043.313638976542
0.00020000400008000162,-1.0417030258686282,0.2,1e-05,10000,100,1041.703025868628
0.00021000420008400168,-1.0410587806254625,0.2,1e-05,10000,100,1041.0587806254623
0.00022000440008800178,-1.0433136389765423,0.2,1e-05,10000,100,1043.313638976542
0.00023000460009200185,-1.0413809032470454,0.2,1e-05,10000,100,1041.3809032470451
0.00024000480009600192,-1.0423472711117938,0.2,1e-05,10000,100,1042.3472711117936
0.000250005000100002,-1.0426693937333766,0.2,1e-05,10000,100,1042.6693937333764
0.0002600052001040021,-1.0429915163549595,0.2,1e-05,10000,100,1042.9915163549592
0.00027000540010800215,-1.042025148490211,0.2,1e-05,10000,100,1042.0251484902108
0.00028000560011200225,-1.0433136389765423,0.2,1e-05,10000,100,1043.313638976542
0.00029000580011600234,-1.042025148490211,0.2,1e-05,10000,100,1042.0251484902108
0.00030000600012000244,-1.0423472711117938,0.2,1e-05,10000,100,1042.3472711117936
0.0003100062001240025,-1.0442800068412907,0.2,1e-05,10000,100,1044.2800068412905
0.0003200064001280026,-1.0407366580038797,0.2,1e-05,10000,100,1040.7366580038795
0.00033000660013200267,-1.0417030258686282,0.2,1e-05,10000,100,1041.703025868628
0.0003400068001360027,-1.043635761598125,0.2,1e-05,10000,100,1043.6357615981249
0.0003500070001400028,-1.0413809032470454,0.2,1e-05,10000,100,1041.3809032470451
0.0003600072001440029,-1.0426693937333766,0.2,1e-05,10000,100,1042.6693937333764
0.000370007400148003,-1.0429915163549595,0.2,1e-05,10000,100,1042.9915163549592
0.00038000760015200304,-1.0417030258686282,0.2,1e-05,10000,100,1041.703025868628
0.00039000780015600314,-1.0423472711117938,0.2,1e-05,10000,100,1042.3472711117936
0.00040000800016000323,-1.0410587806254625,0.2,1e-05,10000,100,1041.0587806254623
0.0004100082001640033,-1.0426693937333766,0.2,1e-05,10000,100,1042.6693937333764
0.00042000840016800337,-1.0426693937333766,0.2,1e-05,10000,100,1042.6693937333764
0.00043000860017200347,-1.0423472711117938,0.2,1e-05,10000,100,1042.3472711117936
0.00044000880017600356,-1.0426693937333766,0.2,1e-05,10000,100,1042.6693937333764
0.0004500090001800036,-1.0413809032470454,0.2,1e-05,10000,100,1041.3809032470451
0.0004600092001840037,-1.042025148490211,0.2,1e-05,10000,100,1042.0251484902108
0.0004700094001880038,-1.0429915163549595,0.2,1e-05,10000,100,1042.9915163549592
0.00048000960019200384,-1.042025148490211,0.2,1e-05,10000,100,1042.0251484902108
0.000490009800196004,-1.0417030258686282,0.2,1e-05,10000,100,1041.703025868628
0.000500010000200004,-1.0429915163549595,0.2,1e-05,10000,100,1042.9915163549592
0.0005100102002040041,-1.0429915163549595,0.2,1e-05,10000,100,1042.9915163549592
0.0005200104002080042,-1.0417030258686282,0.2,1e-05,10000,100,1041.703025868628
