time,voltage,excitation,current,preresistor,gain,resistance
0.0879017580351607,-3.613530036585871,0.3,0.00015,1000,100,240.9020024390581
0.0880017600352007,-3.6144964044506196,0.3,0.00015,1000,100,240.96642696337466
0.0881017620352407,-3.608376074640546,0.3,0.00015,1000,100,240.55840497603643
0.0882017640352807,-3.611597300856374,0.3,0.00015,1000,100,240.77315339042497
0.08830176603532071,-3.6093424425052945,0.3,0.00015,1000,100,240.622829500353
0.0884017680353607,-3.613852159207454,0.3,0.00015,1000,100,240.92347728049697
0.0885017700354007,-3.610308810370043,0.3,0.00015,1000,100,240.68725402466956
0.0886017720354407,-3.6106309329916257,0.3,0.00015,1000,100,240.7087288661084
0.0887017740354807,-3.6132079139642883,0.3,0.00015,1000,100,240.88052759761925
0.08880177603552071,-3.610308810370043,0.3,0.00015,1000,100,240.68725402466956
0.08890177803556071,-3.611919423477957,0.3,0.00015,1000,100,240.79462823186384
0.0890017800356007,-3.6125636687211227,0.3,0.00015,1000,100,240.83757791474153
0.0891017820356407,-3.608053952018963,0.3,0.00015,1000,100,240.53693013459758
0.08920178403568071,-3.6096645651268773,0.3,0.00015,1000,100,240.64430434179184
0.08930178603572071,-3.61224154609954,0.3,0.00015,1000,100,240.81610307330268
0.08940178803576071,-3.6096645651268773,0.3,0.00015,1000,100,240.64430434179184
0.08950179003580071,-3.6093424425052945,0.3,0.00015,1000,100,240.622829500353
0.0896017920358407,-3.6112751782347914,0.3,0.00015,1000,100,240.75167854898612
0.08970179403588072,-3.6090203198837116,0.3,0.00015,1000,100,240.60135465891415
0.08980179603592071,-3.6112751782347914,0.3,0.00015,1000,100,240.75167854898612
0.08990179803596071,-3.608053952018963,0.3,0.00015,1000,100,240.53693013459758
0.09000180003600071,-3.608053952018963,0.3,0.00015,1000,100,240.53693013459758
0.09010180203604072,-3.6093424425052945,0.3,0.00015,1000,100,240.622829500353
0.09020180403608072,-3.60998668774846,0.3,0.00015,1000,100,240.6657791832307
0.09030180603612072,-3.608053952018963,0.3,0.00015,1000,100,240.53693013459758
0.09040180803616071,-3.6090203198837116,0.3,0.00015,1000,100,240.60135465891415
0.09050181003620072,-3.60998668774846,0.3,0.00015,1000,100,240.6657791832307
0.09060181203624072,-3.608376074640546,0.3,0.00015,1000,100,240.55840497603643
0.09070181403628072,-3.6090203198837116,0.3,0.00015,1000,100,240.60135465891415
0.09080181603632072,-3.6093424425052945,0.3,0.00015,1000,100,240.622829500353
0.09090181803636072,-3.606765461532632,0.3,0.00015,1000,100,240.45103076884214
0.09100182003640073,-3.610308810370043,0.3,0.00015,1000,100,240.68725402466956
0.09110182203644072,-3.6077318293973804,0.3,0.00015,1000,100,240.5154552931587
0.09120182403648072,-3.606765461532632,0.3,0.00015,1000,100,240.45103076884214
0.09130182603652072,-3.608698197262129,0.3,0.00015,1000,100,240.57987981747527
0.09140182803656073,-3.604832725803135,0.3,0.00015,1000,100,240.32218172020902
0.09150183003660073,-3.6061212162894662,0.3,0.00015,1000,100,240.40808108596445
0.09160183203664073,-3.6093424425052945,0.3,0.00015,1000,100,240.622829500353
0.09170183403668072,-3.604832725803135,0.3,0.00015,1000,100,240.32218172020902
0.09180183603672074,-3.608376074640546,0.3,0.00015,1000,100,240.55840497603643
0.09190183803676073,-3.6070875841542147,0.3,0.00015,1000,100,240.47250561028102
0.09200184003680073,-3.608376074640546,0.3,0.00015,1000,100,240.55840497603643
0.09210184203684073,-3.6038663579383865,0.3,0.00015,1000,100,240.25775719589245
0.09220184403688073,-3.6054769710463006,0.3,0.00015,1000,100,240.36513140308674
0.09230184603692074,-3.6090203198837116,0.3,0.00015,1000,100,240.60135465891415
0.09240184803696073,-3.6096645651268773,0.3,0.00015,1000,100,240.64430434179184
0.09250185003700073,-3.608053952018963,0.3,0.00015,1000,100,240.53693013459758
0.09260185203704073,-3.6070875841542147,0.3,0.00015,1000,100,240.47250561028102
0.09270185403708074,-3.6054769710463006,0.3,0.00015,1000,100,240.36513140308674
0.09280185603712074,-3.6057990936678834,0.3,0.00015,1000,100,240.38660624452558
0.09290185803716074,-3.605154848424718,0.3,0.00015,1000,100,240.3436565616479
0.09300186003720073,-3.606765461532632,0.3,0.00015,1000,100,240.45103076884214
0.09310186203724075,-3.608053952018963,0.3,0.00015,1000,100,240.53693013459758
0.09320186403728074,-3.6057990936678834,0.3,0.00015,1000,100,240.38660624452558
0.09330186603732074,-3.604832725803135,0.3,0.00015,1000,100,240.32218172020902
0.09340186803736074,-3.605154848424718,0.3,0.00015,1000,100,240.3436565616479
0.09350187003740074,-3.6019336222088896,0.3,0.00015,1000,100,240.12890814725932
0.09360187203744075,-3.604510603181552,0.3,0.00015,1000,100,240.30070687877017
0.09370187403748075,-3.604832725803135,0.3,0.00015,1000,100,240.32218172020902
0.09380187603752074,-3.6070875841542147,0.3,0.00015,1000,100,240.47250561028102
0.09390187803756074,-3.6038663579383865,0.3,0.00015,1000,100,240.25775719589245
0.09400188003760075,-3.606765461532632,0.3,0.00015,1000,100,240.45103076884214
0.09410188203764075,-3.606443338911049,0.3,0.00015,1000,100,240.4295559274033
0.09420188403768075,-3.6038663579383865,0.3,0.00015,1000,100,240.25775719589245
0.09430188603772074,-3.604510603181552,0.3,0.00015,1000,100,240.30070687877017
0.09440188803776076,-3.6074097067757975,0.3,0.00015,1000,100,240.49398045171986
0.09450189003780075,-3.6022557448304724,0.3,0.00015,1000,100,240.1503829886982
0.09460189203784075,-3.6054769710463006,0.3,0.00015,1000,100,240.36513140308674
0.09470189403788075,-3.6016114995873068,0.3,0.00015,1000,100,240.10743330582048
0.09480189603792075,-3.6074097067757975,0.3,0.00015,1000,100,240.49398045171986
0.09490189803796076,-3.603222112695221,0.3,0.00015,1000,100,240.21480751301476
0.09500190003800076,-3.604832725803135,0.3,0.00015,1000,100,240.32218172020902
0.09510190203804075,-3.603222112695221,0.3,0.00015,1000,100,240.21480751301476
0.09520190403808075,-3.6016114995873068,0.3,0.00015,1000,100,240.10743330582048
0.09530190603812076,-3.6077318293973804,0.3,0.00015,1000,100,240.5154552931587
0.09540190803816076,-3.6022557448304724,0.3,0.00015,1000,100,240.1503829886982
0.09550191003820076,-3.601289376965724,0.3,0.00015,1000,100,240.08595846438163
0.09560191203824076,-3.59967876385781,0.3,0.00015,1000,100,239.97858425718735
0.09570191403828077,-3.604510603181552,0.3,0.00015,1000,100,240.30070687877017
0.09580191603832076,-3.608053952018963,0.3,0.00015,1000,100,240.53693013459758
0.09590191803836076,-3.602899990073638,0.3,0.00015,1000,100,240.1933326715759
0.09600192003840076,-3.6041884805599693,0.3,0.00015,1000,100,240.27923203733133
0.09610192203844076,-3.6038663579383865,0.3,0.00015,1000,100,240.25775719589245
0.09620192403848077,-3.602899990073638,0.3,0.00015,1000,100,240.1933326715759
0.09630192603852077,-3.6022557448304724,0.3,0.00015,1000,100,240.1503829886982
0.09640192803856076,-3.6019336222088896,0.3,0.00015,1000,100,240.12890814725932
0.09650193003860076,-3.6019336222088896,0.3,0.00015,1000,100,240.12890814725932
0.09660193203864077,-3.59742390550673,0.3,0.00015,1000,100,239.82826036711538
0.09670193403868077,-3.6016114995873068,0.3,0.00015,1000,100,240.10743330582048
0.09680193603872077,-3.599034518614644,0.3,0.00015,1000,100,239.93563457430963
0.09690193803876077,-3.59742390550673,0.3,0.00015,1000,100,239.82826036711538
0.09700194003880078,-3.6054769710463006,0.3,0.00015,1000,100,240.36513140308674
0.09710194203884077,-3.599356641236227,0.3,0.00015,1000,100,239.9571094157485
0.09720194403888077,-3.602577867452055,0.3,0.00015,1000,100,240.17185783013704
0.09730194603892077,-3.6038663579383865,0.3,0.00015,1000,100,240.25775719589245
0.09740194803896077,-3.5987123959930614,0.3,0.00015,1000,100,239.9141597328708
0.09750195003900078,-3.6019336222088896,0.3,0.00015,1000,100,240.12890814725932
0.09760195203904078,-3.599034518614644,0.3,0.00015,1000,100,239.93563457430963
0.09770195403908077,-3.597746028128313,0.3,0.00015,1000,100,239.84973520855422
0.09780195603912077,-3.6006451317225583,0.3,0.00015,1000,100,240.04300878150391
0.09790195803916078,-3.6003230091009755,0.3,0.00015,1000,100,240.02153394006507
0.09800196003920078,-3.6006451317225583,0.3,0.00015,1000,100,240.04300878150391
0.09810196203924078,-3.6019336222088896,0.3,0.00015,1000,100,240.12890814725932
0.09820196403928078,-3.6006451317225583,0.3,0.00015,1000,100,240.04300878150391
0.09830196603932079,-3.6022557448304724,0.3,0.00015,1000,100,240.1503829886982
0.09840196803936078,-3.599034518614644,0.3,0.00015,1000,100,239.93563457430963
0.09850197003940078,-3.5971017828851473,0.3,0.00015,1000,100,239.8067855256765
0.09860197203944078,-3.6016114995873068,0.3,0.00015,1000,100,240.10743330582048
0.09870197403948078,-3.59742390550673,0.3,0.00015,1000,100,239.82826036711538
0.09880197603952079,-3.5971017828851473,0.3,0.00015,1000,100,239.8067855256765
0.09890197803956079,-3.6003230091009755,0.3,0.00015,1000,100,240.02153394006507
0.09900198003960078,-3.597746028128313,0.3,0.00015,1000,100,239.84973520855422
0.09910198203964078,-3.5971017828851473,0.3,0.00015,1000,100,239.8067855256765
0.0992019840396808,-3.6000008864793926,0.3,0.00015,1000,100,240.0000590986262
0.09930198603972079,-3.5983902733714785,0.3,0.00015,1000,100,239.89268489143194
0.09940198803976079,-3.6022557448304724,0.3,0.00015,1000,100,240.1503829886982
0.09950199003980079,-3.599356641236227,0.3,0.00015,1000,100,239.9571094157485
0.0996019920398408,-3.5987123959930614,0.3,0.00015,1000,100,239.9141597328708
0.0997019940398808,-3.5980681507498957,0.3,0.00015,1000,100,239.87121004999307
0.09980199603992079,-3.6000008864793926,0.3,0.00015,1000,100,240.0000590986262
0.09990199803996079,-3.601289376965724,0.3,0.00015,1000,100,240.08595846438163
0.10000200004000079,-3.59742390550673,0.3,0.00015,1000,100,239.82826036711538
0.1001020020400408,-3.5971017828851473,0.3,0.00015,1000,100,239.8067855256765
0.1002020040400808,-3.597746028128313,0.3,0.00015,1000,100,239.84973520855422
0.1003020060401208,-3.595813292398816,0.3,0.00015,1000,100,239.7208861599211
0.10040200804016079,-3.5948469245340675,0.3,0.00015,1000,100,239.65646163560453
0.1005020100402008,-3.6000008864793926,0.3,0.00015,1000,100,240.0000590986262
0.1006020120402408,-3.599034518614644,0.3,0.00015,1000,100,239.93563457430963
0.1007020140402808,-3.596135415020399,0.3,0.00015,1000,100,239.74236100135994
0.1008020160403208,-3.5980681507498957,0.3,0.00015,1000,100,239.87121004999307
0.10090201804036081,-3.595491169777233,0.3,0.00015,1000,100,239.69941131848225
0.1010020200404008,-3.5983902733714785,0.3,0.00015,1000,100,239.89268489143194
0.1011020220404408,-3.597746028128313,0.3,0.00015,1000,100,239.84973520855422
