temperature,warming_derivatives,cooling_derivatives,heat_capacity,run
22.24015536587959,3.8326986050233245,-0.2293476718692773,1.7146616062134721e-06,1
22.26015536587959,3.3780296723125502,-0.2128689074597787,1.9388133934398208e-06,1
22.28015536587959,3.4491346415597945,-0.2509821933999774,1.8807984487554464e-06,1
22.30015536587959,2.7507315669208765,-0.2781610936654033,2.296657735141514e-06,1
22.32015536587959,3.3853526653838344,-0.2385301441536285,1.9187864286893388e-06,1
22.34015536587959,3.441946077393368,-0.2780521546701493,1.8684261514170331e-06,1
22.36015536587959,2.9654765049926937,-0.31127058014681097,2.120289767165168e-06,1
22.380155365879588,3.368575780361425,-0.2870880870614201,1.8997290412659444e-06,1
22.400155365879588,3.0027121876191813,-0.30444547574734315,2.099062199382026e-06,1
22.420155365879587,2.9136591542046517,-0.3123395617585629,2.1509709264091563e-06,1
22.440155365879587,3.0411641453392804,-0.36281594415777363,2.0376568628150198e-06,1
22.460155365879586,3.194884801741864,-0.3125993970534182,1.976726869997888e-06,1
22.480155365879586,3.1279041704256088,-0.31889918238448445,2.010688139835562e-06,1
22.500155365879586,3.3360969820059836,-0.30215490312548354,1.904106874228759e-06,1
22.520155365879585,2.5498393960297108,-0.3388340584933758,2.397201285120509e-06,1
22.540155365879585,2.6802896826993674,-0.3494770509278169,2.28462386505464e-06,1
22.560155365879584,3.1913280317094177,-0.370222708565052,1.9427143144269598e-06,1
22.580155365879584,3.030633917704108,-0.3826596498984145,2.026261911630791e-06,1
22.600155365879584,2.7559041413478553,-0.43605916429078206,2.1658582194269788e-06,1
22.620155365879583,2.902308896998875,-0.30117582727689296,2.1572050111178866e-06,1
22.640155365879583,2.858992712426698,-0.4850546247907914,2.0656834220527674e-06,1
22.660155365879582,3.170966098550707,-0.4756246370379813,1.8935214268945072e-06,1
22.680155365879582,2.5105149790178984,-0.40783564528101124,2.3650587957798744e-06,1
22.70015536587958,2.4692763900384307,-0.42364683742198395,2.3848804777573415e-06,1
22.72015536587958,3.133251845254563,-0.4876401807850925,1.9046405390370985e-06,1
22.74015536587958,2.9856526744551957,-0.4028668586688582,2.034404552944079e-06,1
22.76015536587958,2.8037581784519716,-0.43278762862610165,2.129069844953425e-06,1
22.78015536587958,2.6115496451966465,-0.5462574944067455,2.1812719549647467e-06,1
22.80015536587958,2.5273779430426657,-0.5198094826955639,2.2595231063161473e-06,1
22.82015536587958,3.109842891804874,-0.48759584157551217,1.913140841142664e-06,1
22.84015536587958,2.734946834068978,-0.4742020886478713,2.1437643702549165e-06,1
22.860155365879578,2.7497663228059537,-0.6102138230344281,2.046686055455348e-06,1
22.880155365879578,2.790979159886774,-0.48711264767916873,2.096946930077672e-06,1
22.900155365879577,2.7901016420219094,-0.6438557438668795,2.000979858228063e-06,1
22.920155365879577,2.9177413848228753,-0.4815744051011279,2.02055312910423e-06,1
22.940155365879576,2.6853274233508273,-0.5216033861797769,2.140890242100531e-06,1
22.960155365879576,2.48644153540954,-0.5916407478816836,2.2296120505065076e-06,1
22.980155365879575,2.750146628008224,-0.5794729348162946,2.0603473733398624e-06,1
23.000155365879575,2.8083423103089444,-0.551545584879932,2.040955915057244e-06,1
23.020155365879575,2.216126033803448,-0.5619206919218414,2.4674185508034633e-06,1
23.040155365879574,3.0663421219214797,-0.6306965667899931,1.8533425217519102e-06,1
23.060155365879574,2.4853891415987164,-0.5583339879740379,2.2502432638047465e-06,1
23.080155365879573,2.379293496720493,-0.6562312610185472,2.255401297187862e-06,1
23.100155365879573,2.535047460725764,-0.6092936459172051,2.1764821248572933e-06,1
23.120155365879572,2.4994612703376333,-0.5406234552501701,2.2502173532524262e-06,1
23.140155365879572,2.8389742474537343,-0.6469222254672786,1.9616507824263318e-06,1
23.16015536587957,2.3115571450907737,-0.6115484478832514,2.3383746950320015e-06,1
23.18015536587957,2.313110275543295,-0.6843308924289886,2.279492124716752e-06,1
23.20015536587957,2.768625518772751,-0.7355733732911176,1.949058433494381e-06,1
23.22015536587957,2.534535154874902,-0.7163890167139471,2.1000689242778848e-06,1
23.24015536587957,2.162617609836161,-0.5711545754456893,2.496342957628669e-06,1
23.26015536587957,2.6414053046610206,-0.8639122853055596,1.9461030667087224e-06,1
23.28015536587957,2.428929430898279,-0.6142893987125717,2.2407206761507516e-06,1
23.30015536587957,2.054586509708315,-0.7293859961791895,2.4483968810038224e-06,1
23.320155365879568,2.711197908036411,-0.6373026160872541,2.0347980564776657e-06,1
23.340155365879568,2.4546814509667456,-0.7815256194735412,2.104578392940724e-06,1
23.360155365879567,2.1317230586428195,-0.7023764615878463,2.402220584605409e-06,1
23.380155365879567,2.782683806726709,-0.7745948484516703,1.9131013456523344e-06,1
23.400155365879566,2.1591265773167834,-0.6739455411152449,2.401177832792356e-06,1
23.420155365879566,2.257958091737237,-0.7569973350218788,2.2554318355774673e-06,1
23.440155365879566,2.213777131109964,-0.8018208742578281,2.2540537327939287e-06,1
23.460155365879565,2.2555335003853543,-0.7089835529914126,2.291992707547056e-06,1
23.480155365879565,2.367282809689641,-0.7752252103528008,2.161317534335526e-06,1
23.500155365879564,2.254174697009148,-0.7883907718978662,2.23143264999782e-06,1
23.520155365879564,2.198862533608917,-0.7977231219338137,2.264770863647444e-06,1
23.540155365879563,2.2269508583121933,-0.8203634049568791,2.2261815555398447e-06,1
23.560155365879563,2.1862908167531714,-0.8287310344167054,2.249138584533903e-06,1
23.580155365879563,2.469434878323227,-0.991753091220744,1.958449626607632e-06,1
23.600155365879562,2.16496634039504,-0.8292482060205657,2.2629976667983124e-06,1
23.62015536587956,1.830215894151479,-0.8525493022170849,2.524710701609013e-06,1
23.64015536587956,2.33036651549628,-0.8592514586998732,2.122682387983309e-06,1
23.66015536587956,2.0265216397237964,-0.8390689048974309,2.361773174412579e-06,1
23.68015536587956,2.125864872155944,-0.7670612256042659,2.3385395927728894e-06,1
23.70015536587956,2.1254162324476056,-0.9126405131828506,2.2259581446018306e-06,1
23.72015536587956,1.9754483713695663,-0.8401010724483058,2.4009289931083853e-06,1
23.74015536587956,2.0106248890515417,-0.9422436225577258,2.2883737996148505e-06,1
23.76015536587956,2.0755007287370972,-0.9693440039700363,2.2183785497577864e-06,1
23.78015536587956,1.8310617273673415,-1.00710048302426,2.3790095902985324e-06,1
23.800155365879558,2.032254006000585,-0.8055874150013551,2.378338706817668e-06,1
23.820155365879558,2.2911811487283558,-0.8492445143929217,2.1483455455289003e-06,1
23.840155365879557,1.6940114109311253,-0.9411871283664368,2.559222582626651e-06,1
23.860155365879557,1.9169358897488564,-0.8094408541219309,2.4726773241938447e-06,1
23.880155365879556,1.9422510793665424,-1.153950899024494,2.1764808409032736e-06,1
23.900155365879556,1.9156084356072824,-0.8574752339627594,2.4291383817122e-06,1
23.920155365879555,1.8606763184652664,-0.8795655251014978,2.4572907300554707e-06,1
23.940155365879555,2.040447052451782,-0.8916955481981859,2.2955747631918925e-06,1
23.960155365879555,1.8354770753066987,-0.8786914926895406,2.4789557232660957e-06,1
23.980155365879554,2.06557204015553,-1.0034889607341029,2.1914748461812864e-06,1
24.000155365879554,1.5894354654010385,-1.154904855240602,2.4498152793601727e-06,1
24.020155365879553,2.0264848101651296,-0.918478139094077,2.2820377565236405e-06,1
