temperature,warming_derivatives,cooling_derivatives,heat_capacity
6.354677466549159,0.4153985387384296,-0.022912144440283555,2.6575087653983154e-06
6.374677466549159,0.4207847835641587,-0.02676507553209717,2.5979550817929905e-06
6.394677466549158,0.389124161079053,-0.02750599231239903,2.7857844882181996e-06
6.414677466549158,0.39679879655204786,-0.03623308752929688,2.6755027870321344e-06
6.434677466549157,0.40068908686680516,-0.03561197592625831,2.650749304955563e-06
6.454677466549157,0.384772815420547,-0.04283541364293342,2.699880138830295e-06
6.474677466549156,0.38136768552249123,-0.04926823787957346,2.6761747969818297e-06
6.494677466549156,0.35793616512805215,-0.05250813125496734,2.802928168309731e-06
6.514677466549156,0.3256385685981513,-0.052932789889837295,3.0336000644766e-06
6.534677466549155,0.34251050696161656,-0.053670597460950376,2.8937232645952694e-06
6.554677466549155,0.33622080675331745,-0.06347179710488149,2.863366982018662e-06
6.574677466549154,0.335337268969397,-0.061227572942698316,2.8809723294187205e-06
6.594677466549154,0.3208700698278335,-0.07412590177074208,2.8874554288011182e-06
6.6146774665491535,0.30913245075680607,-0.07618801360672478,2.95491679758907e-06
6.634677466549153,0.30930790592270796,-0.07925748260231558,2.925261082858264e-06
6.654677466549153,0.30245124376324384,-0.07832424418938899,2.9800372337705134e-06
6.674677466549152,0.29275104544831265,-0.08803546941294371,2.9749281878247034e-06
6.694677466549152,0.29680497396202554,-0.09425654321739785,2.8918940663100637e-06
6.714677466549151,0.26734378516630386,-0.09280755121345408,3.1348477245624616e-06
6.734677466549151,0.258400396174693,-0.08935784997856899,3.241157659670512e-06
6.7546774665491505,0.2577296791215815,-0.0931202999895504,3.207257375714173e-06
6.77467746654915,0.25161333382061457,-0.09535611800947663,3.237763929752324e-06
6.79467746654915,0.2460536486645708,-0.10160881163955082,3.2259790598693955e-06
6.814677466549149,0.24098103462834075,-0.09891175347820536,3.2943210524955233e-06
6.834677466549149,0.23501473830117448,-0.10271951029812953,3.309947961945452e-06
6.854677466549148,0.22975452766002036,-0.11992579644720536,3.19167600890013e-06
6.874677466549148,0.2211683138200442,-0.12734806757771366,3.197133183687045e-06
6.8946774665491475,0.20464168373518987,-0.11399504124619853,3.4912904395867826e-06
6.914677466549147,0.21470669653308505,-0.12623423437284487,3.2576392447691546e-06
6.934677466549147,0.19298239270665363,-0.1274855026399564,3.4602043487909535e-06
6.954677466549146,0.19736125438748786,-0.14544948555214887,3.229524325020132e-06
6.974677466549146,0.20715302825885828,-0.196227393862614,2.7402097089971557e-06
6.994677466549145,0.25631081146434553,-0.21661656514424976,2.3335439161188402e-06
7.014677466549145,0.2927040673813792,-0.20603529040818103,2.2092774729732275e-06
7.0346774665491445,0.2968989627026417,-0.21699021550739417,2.1407866162008464e-06
7.054677466549144,0.2913722240991774,-0.2783228273692657,1.9280465519776602e-06
7.074677466549144,0.29476785307156206,-0.2276754241593153,2.0991399249901785e-06
7.094677466549143,0.26670931133412523,-0.28610300831314817,1.9807418297100067e-06
7.114677466549143,0.2848600549323237,-0.2625366627591319,1.997239691112171e-06
7.134677466549142,0.2510247988775518,-0.2561052387827658,2.1524887291577775e-06
7.154677466549142,0.26035912920633564,-0.2923850558745471,1.9718233683465538e-06
7.1746774665491415,0.2458059197165312,-0.3118911431683955,1.951311898053476e-06
7.194677466549141,0.23805556164640507,-0.24334784749225946,2.257114477178599e-06
7.214677466549141,0.23007126852553483,-0.28697848911496493,2.0983081698643943e-06
7.23467746654914,0.22271866163828236,-0.2408536944167281,2.336817109900699e-06
7.25467746654914,0.20953587434766519,-0.31475455348299874,2.0630595279728805e-06
7.274677466549139,0.19936079477611202,-0.31838444695677026,2.0860055470972135e-06
7.294677466549139,0.2049507576130054,-0.26538392993825255,2.2928304551560408e-06
7.3146774665491385,0.18002523698214645,-0.2606577265323722,2.443446176691271e-06
7.334677466549138,0.1745327163357615,-0.318059839671605,2.1827144165238213e-06
7.354677466549138,0.17178317358707318,-0.30469149051327804,2.253192504520674e-06
7.374677466549137,0.1603601420756604,-0.31696699696021824,2.245837391037354e-06
7.394677466549137,0.1496296808468287,-0.3206218265040661,2.276280004292104e-06
7.414677466549136,0.1517714845217597,-0.32754731145178084,2.229936565872214e-06
7.434677466549136,0.1336492856521545,-0.26079767783812713,2.7057912548875857e-06
7.4546774665491355,0.13534904417417692,-0.3662798227960593,2.1245437674396315e-06
7.474677466549135,0.12386211929620572,-0.3470171098394985,2.259987148023078e-06
7.494677466549135,0.12036452072015891,-0.3538904053530132,2.24065688870849e-06
7.514677466549134,0.10593356494632644,-0.3492423159441387,2.331211032082689e-06
7.534677466549134,0.1021757285698186,-0.3555446652246701,2.3149158372677757e-06
7.554677466549133,0.09892335862070922,-0.29466546927869786,2.6882492848476818e-06
7.574677466549133,0.08518070717309456,-0.3821123821398942,2.26102355676434e-06
7.594677466549133,0.08241287341877523,-0.3512573899380982,2.432847549947499e-06
7.614677466549132,0.07606653798694651,-0.4010031707930466,2.2083954527793367e-06
7.634677466549132,0.06866891890166471,-0.39785547579595004,2.255122253328567e-06
7.654677466549131,0.061946062006143165,-0.41838446474503144,2.1872111779443627e-06
7.674677466549131,0.057841505220039835,-0.38306422437744914,2.379455180916306e-06
7.69467746654913,0.04904558819896465,-0.4104711262480123,2.2798972877090034e-06
7.71467746654913,0.042973010423509095,-0.3438082341581321,2.70485940611097e-06
7.73467746654913,0.03794880243555099,-0.4240702343176963,2.26123153684692e-06
7.754677466549129,0.031040844497653097,-0.3548904184572166,2.70329371223953e-06
