setpoint,temperature,resistance,current
5.018135372133243,5.01828,403.81643256824844,1.3949507939624201e-06
5.018135372133243,5.01747,403.82224252598604,1.3949507939624201e-06
5.018135372133243,5.0179,403.8255631616088,1.3949507939624201e-06
5.018135372133243,5.01844,403.8090877594603,1.3949507939624201e-06
5.018135372133243,5.01875,403.857511771288,1.3949507939624201e-06
5.018135372133243,5.01804,403.7573846776853,1.3949507939624201e-06
5.018135372133243,5.01837,403.7609870362189,1.3949507939624201e-06
5.018135372133243,5.01904,403.76475257851524,1.3949507939624201e-06
5.018135372133243,5.01834,403.7682333189616,1.3949507939624201e-06
5.018135372133243,5.01964,403.48777605969394,1.94588771757639e-06
5.018135372133243,5.01926,403.48268183626124,1.94588771757639e-06
5.018135372133243,5.01834,403.5101118456673,1.94588771757639e-06
5.018135372133243,5.01874,403.497419327535,1.94588771757639e-06
5.018135372133243,5.01888,403.4947640628948,1.94588771757639e-06
5.018135372133243,5.01871,403.48736552002384,1.94588771757639e-06
5.018135372133243,5.01991,403.4637738358125,1.94588771757639e-06
5.018135372133243,5.01743,403.4857101181285,1.94588771757639e-06
5.018135372133243,5.01839,403.51167675225906,1.94588771757639e-06
5.018135372133243,5.0184,403.51226607533386,1.94588771757639e-06
5.018135372133243,5.01926,403.40015253448337,2.7144176165949066e-06
5.018135372133243,5.01831,403.3759919123782,2.7144176165949066e-06
5.018135372133243,5.02017,403.33562478895266,2.7144176165949066e-06
5.018135372133243,5.0194,403.33112953191073,2.7144176165949066e-06
5.018135372133243,5.01932,403.33918808316525,2.7144176165949066e-06
5.018135372133243,5.01798,403.3848289453168,2.7144176165949066e-06
5.018135372133243,5.01861,403.41968340575977,2.7144176165949066e-06
5.018135372133243,5.0184,403.3921762617808,2.7144176165949066e-06
5.018135372133243,5.01817,403.4129397290571,2.7144176165949066e-06
5.018135372133243,5.01843,403.38647688977625,2.7144176165949066e-06
5.018135372133243,5.02006,403.0604526278121,3.786479009414645e-06
5.018135372133243,5.01911,403.05939320020906,3.786479009414645e-06
5.018135372133243,5.01992,403.0668426550086,3.786479009414645e-06
5.018135372133243,5.01879,403.05477436808974,3.786479009414645e-06
5.018135372133243,5.01921,403.06918439835596,3.786479009414645e-06
5.018135372133243,5.0191,403.04717235117823,3.786479009414645e-06
5.018135372133243,5.01855,403.08337154048075,3.786479009414645e-06
5.018135372133243,5.0192,403.0889375054143,3.786479009414645e-06
5.018135372133243,5.01978,403.0776887435952,3.786479009414645e-06
5.018135372133243,5.01896,403.05222051236365,3.786479009414645e-06
5.018135372133243,5.01935,402.5850596473102,5.281951900505008e-06
5.018135372133243,5.01859,402.5898791302439,5.281951900505008e-06
5.018135372133243,5.02055,402.5959419047934,5.281951900505008e-06
5.018135372133243,5.01963,402.5952637457304,5.281951900505008e-06
5.018135372133243,5.01946,402.60246938906045,5.281951900505008e-06
5.018135372133243,5.01926,402.5934541018516,5.281951900505008e-06
5.018135372133243,5.01936,402.60181196507665,5.281951900505008e-06
5.018135372133243,5.01867,402.64890254980116,5.281951900505008e-06
5.018135372133243,5.01926,402.6055402136429,5.281951900505008e-06
5.018135372133243,5.01877,402.6237265044401,5.281951900505008e-06
5.018135372133243,5.01746,401.8129856869698,7.368062997280774e-06
5.018135372133243,5.01811,401.8059166539763,7.368062997280774e-06
5.018135372133243,5.01875,401.8084132869697,7.368062997280774e-06
5.018135372133243,5.01815,401.8047009808248,7.368062997280774e-06
5.018135372133243,5.01821,401.8192908073931,7.368062997280774e-06
5.018135372133243,5.01725,401.8546974700913,7.368062997280774e-06
5.018135372133243,5.0178,401.8647930075213,7.368062997280774e-06
5.018135372133243,5.01879,401.8076680277397,7.368062997280774e-06
5.018135372133243,5.01897,401.78797184931005,7.368062997280774e-06
5.018135372133243,5.01891,401.79649292824945,7.368062997280774e-06
5.018135372133243,5.0193,400.0860119202047,1.0278085328021965e-05
5.018135372133243,5.01935,400.0622621295228,1.0278085328021965e-05
5.018135372133243,5.02004,400.0917211551799,1.0278085328021965e-05
5.018135372133243,5.02003,400.04430702951976,1.0278085328021965e-05
5.018135372133243,5.01919,400.06401574742387,1.0278085328021965e-05
5.018135372133243,5.01888,400.0889399794524,1.0278085328021965e-05
5.018135372133243,5.01884,400.08410389701004,1.0278085328021965e-05
5.018135372133243,5.01994,400.07993349151684,1.0278085328021965e-05
5.018135372133243,5.02004,400.0855096328898,1.0278085328021965e-05
5.018135372133243,5.01986,400.02338041113364,1.0278085328021965e-05
5.018135372133243,5.02115,396.9863720903409,1.433742328873774e-05
5.018135372133243,5.02118,396.9863106798293,1.433742328873774e-05
5.018135372133243,5.01978,396.9556205519914,1.433742328873774e-05
5.018135372133243,5.01888,396.93386385620835,1.433742328873774e-05
5.018135372133243,5.01963,397.0062262585186,1.433742328873774e-05
5.018135372133243,5.02056,396.9896199574951,1.433742328873774e-05
5.018135372133243,5.02022,397.01486686728055,1.433742328873774e-05
5.018135372133243,5.01931,397.08666414310227,1.433742328873774e-05
5.018135372133243,5.019,397.0296679988267,1.433742328873774e-05
5.018135372133243,5.02022,396.99802765565823,1.433742328873774e-05
5.018135372133243,5.02009,389.0308036536071,1.9999999999999998e-05
5.018135372133243,5.02001,388.9159177616258,1.9999999999999998e-05
5.018135372133243,5.01899,388.9074786858114,1.9999999999999998e-05
5.018135372133243,5.01851,388.9771841957604,1.9999999999999998e-05
5.018135372133243,5.01927,388.9908634550085,1.9999999999999998e-05
5.018135372133243,5.01906,388.937639456367,1.9999999999999998e-05
5.018135372133243,5.01897,389.05443886409455,1.9999999999999998e-05
5.018135372133243,5.01843,389.0159606727012,1.9999999999999998e-05
5.018135372133243,5.02017,389.0402686899711,1.9999999999999998e-05
5.018135372133243,5.01957,389.0370859037215,1.9999999999999998e-05
5.595929469567743,5.59838,376.90091556056973,1e-06
5.595929469567743,5.59913,376.90552406154245,1e-06
5.595929469567743,5.59936,376.929382610381,1e-06
5.595929469567743,5.59817,376.91867954940784,1e-06
5.595929469567743,5.59955,376.9175177604861,1e-06
5.595929469567743,5.59871,376.9548990169787,1e-06
5.595929469567743,5.59747,376.99141913232955,1e-06
5.595929469567743,5.59872,376.9712714360916,1e-06
5.595929469567743,5.59798,376.9390806487748,1e-06
5.595929469567743,5.59786,376.96708384201105,1e-06
5.595929469567743,5.59953,377.1127630064044,1.3949507939624201e-06
5.595929469567743,5.59964,377.0886764672514,1.3949507939624201e-06
5.595929469567743,5.59836,377.0685325093825,1.3949507939624201e-06
5.595929469567743,5.59911,377.07909788827857,1.3949507939624201e-06
5.595929469567743,5.5994,377.0433960520586,1.3949507939624201e-06
5.595929469567743,5.59956,377.0591740745422,1.3949507939624201e-06
5.595929469567743,5.6005,377.11407001597485,1.3949507939624201e-06
5.595929469567743,5.5981,377.0649655586464,1.3949507939624201e-06
5.595929469567743,5.59988,377.0935473486192,1.3949507939624201e-06
5.595929469567743,5.59892,377.05716198795955,1.3949507939624201e-06
5.595929469567743,5.59841,376.86958567552006,1.94588771757639e-06
5.595929469567743,5.59999,376.8860602351826,1.94588771757639e-06
5.595929469567743,5.60039,376.8504238467806,1.94588771757639e-06
5.595929469567743,5.60141,376.84922202500456,1.94588771757639e-06
5.595929469567743,5.60169,376.84160276188084,1.94588771757639e-06
5.595929469567743,5.60168,376.8304663215302,1.94588771757639e-06
5.595929469567743,5.60156,376.82432036609333,1.94588771757639e-06
5.595929469567743,5.601,376.83230602483656,1.94588771757639e-06
5.595929469567743,5.5992,376.83996391400444,1.94588771757639e-06
5.595929469567743,5.59806,376.88745297997724,1.94588771757639e-06
5.595929469567743,5.5991,376.785111381934,2.7144176165949066e-06
5.595929469567743,5.60064,376.78145552435035,2.7144176165949066e-06
5.595929469567743,5.59918,376.7566176864712,2.7144176165949066e-06
5.595929469567743,5.59912,376.78013511181905,2.7144176165949066e-06
5.595929469567743,5.60039,376.7533898355858,2.7144176165949066e-06
5.595929469567743,5.59907,376.7474412545056,2.7144176165949066e-06
5.595929469567743,5.59824,376.76404332578744,2.7144176165949066e-06
5.595929469567743,5.59944,376.7843479319084,2.7144176165949066e-06
5.595929469567743,5.59816,376.77727514099774,2.7144176165949066e-06
5.595929469567743,5.59874,376.8151802369833,2.7144176165949066e-06
5.595929469567743,5.59687,376.61013030680243,3.786479009414645e-06
5.595929469567743,5.59858,376.5880337549605,3.786479009414645e-06
5.595929469567743,5.59933,376.5624379160144,3.786479009414645e-06
5.595929469567743,5.59791,376.5591762628319,3.786479009414645e-06
5.595929469567743,5.59849,376.5702662239396,3.786479009414645e-06
5.595929469567743,5.5997,376.5769148694375,3.786479009414645e-06
5.595929469567743,5.59941,376.565518649815,3.786479009414645e-06
5.595929469567743,5.5982,376.58268046955106,3.786479009414645e-06
5.595929469567743,5.59877,376.60432784223804,3.786479009414645e-06
5.595929469567743,5.59804,376.59216597632854,3.786479009414645e-06
5.595929469567743,5.59851,376.31326536333063,5.281951900505008e-06
5.595929469567743,5.59917,376.3019537677356,5.281951900505008e-06
5.595929469567743,5.60029,376.2602274699883,5.281951900505008e-06
5.595929469567743,5.59981,376.23307468040394,5.281951900505008e-06
5.595929469567743,5.59857,376.2382779655892,5.281951900505008e-06
5.595929469567743,5.59933,376.2654222171997,5.281951900505008e-06
5.595929469567743,5.5991,376.24698507260035,5.281951900505008e-06
5.595929469567743,5.59959,376.2092159224316,5.281951900505008e-06
5.595929469567743,5.60082,376.2285942770016,5.281951900505008e-06
5.595929469567743,5.6005,376.20364713065294,5.281951900505008e-06
5.595929469567743,5.59994,375.617726488665,7.368062997280774e-06
5.595929469567743,5.59994,375.6442885535557,7.368062997280774e-06
5.595929469567743,5.60072,375.61279268019985,7.368062997280774e-06
5.595929469567743,5.59822,375.6366266940962,7.368062997280774e-06
5.595929469567743,5.59962,375.6767211743364,7.368062997280774e-06
5.595929469567743,5.59988,375.68754856390825,7.368062997280774e-06
5.595929469567743,5.5992,375.68881582520356,7.368062997280774e-06
5.595929469567743,5.59883,375.6626854102618,7.368062997280774e-06
5.595929469567743,5.59866,375.68605833690674,7.368062997280774e-06
5.595929469567743,5.59879,375.6901722727813,7.368062997280774e-06
5.595929469567743,5.59774,374.4946942817437,1.0278085328021965e-05
5.595929469567743,5.59827,374.5374764575351,1.0278085328021965e-05
5.595929469567743,5.59824,374.56482165591876,1.0278085328021965e-05
5.595929469567743,5.59736,374.5309548710291,1.0278085328021965e-05
5.595929469567743,5.59717,374.5314887080048,1.0278085328021965e-05
5.595929469567743,5.59933,374.5426735851022,1.0278085328021965e-05
5.595929469567743,5.59928,374.48830432627284,1.0278085328021965e-05
5.595929469567743,5.59957,374.49905419413994,1.0278085328021965e-05
5.595929469567743,5.59966,374.52098977485707,1.0278085328021965e-05
5.595929469567743,5.60002,374.49266277610195,1.0278085328021965e-05
5.595929469567743,5.59961,372.34006939041507,1.433742328873774e-05
5.595929469567743,5.60085,372.35904074504333,1.433742328873774e-05
5.595929469567743,5.59984,372.30441399804283,1.433742328873774e-05
5.595929469567743,5.59932,372.31604844413545,1.433742328873774e-05
5.595929469567743,5.59818,372.3555014026316,1.433742328873774e-05
5.595929469567743,5.60005,372.335277872694,1.433742328873774e-05
5.595929469567743,5.59983,372.2873090736217,1.433742328873774e-05
5.595929469567743,5.60062,372.3547757101228,1.433742328873774e-05
5.595929469567743,5.60021,372.29432649771513,1.433742328873774e-05
5.595929469567743,5.59869,372.30091959015175,1.433742328873774e-05
5.595929469567743,5.60033,367.36796747995095,1.9999999999999998e-05
5.595929469567743,5.6004,366.36947185654515,1.9999999999999998e-05
5.595929469567743,5.59982,366.24633575998,1.9999999999999998e-05
5.595929469567743,5.60112,366.23926549055886,1.9999999999999998e-05
5.595929469567743,5.60101,366.1655076780304,1.9999999999999998e-05
5.595929469567743,5.60107,366.10912515971006,1.9999999999999998e-05
5.595929469567743,5.59995,366.24565769186154,1.9999999999999998e-05
5.595929469567743,5.5996,366.1660765465801,1.9999999999999998e-05
5.595929469567743,5.59992,366.16990561818284,1.9999999999999998e-05
5.595929469567743,5.60019,366.16250936066865,1.9999999999999998e-05
6.240251469155714,6.2358,353.57788699044687,1e-06
6.240251469155714,6.23678,353.52758646934467,1e-06
6.240251469155714,6.23804,353.5019755734447,1e-06
6.240251469155714,6.2381,353.50544376033713,1e-06
6.240251469155714,6.23873,353.445638474414,1e-06
6.240251469155714,6.23921,353.4585749188968,1e-06
6.240251469155714,6.23642,353.4485998550484,1e-06
6.240251469155714,6.23708,353.4981315768271,1e-06
6.240251469155714,6.2376,353.4567538523428,1e-06
6.240251469155714,6.23982,353.5434456397473,1e-06
6.240251469155714,6.23746,353.6390112110013,1.3949507939624201e-06
6.240251469155714,6.23939,353.68287685376134,1.3949507939624201e-06
6.240251469155714,6.23832,353.70379516476805,1.3949507939624201e-06
6.240251469155714,6.23856,353.6466793083757,1.3949507939624201e-06
6.240251469155714,6.24016,353.6755520580762,1.3949507939624201e-06
6.240251469155714,6.23898,353.68131583173016,1.3949507939624201e-06
6.240251469155714,6.23865,353.6676761323248,1.3949507939624201e-06
6.240251469155714,6.2394,353.6688799974416,1.3949507939624201e-06
6.240251469155714,6.24054,353.67847551057855,1.3949507939624201e-06
6.240251469155714,6.23851,353.69129159382334,1.3949507939624201e-06
6.240251469155714,6.23893,353.49822110960866,1.94588771757639e-06
6.240251469155714,6.23888,353.4852262047301,1.94588771757639e-06
6.240251469155714,6.23877,353.5109975014371,1.94588771757639e-06
6.240251469155714,6.23906,353.46116328277924,1.94588771757639e-06
6.240251469155714,6.23843,353.5168245161087,1.94588771757639e-06
6.240251469155714,6.23905,353.51649122852706,1.94588771757639e-06
6.240251469155714,6.23934,353.51788728412555,1.94588771757639e-06
6.240251469155714,6.23882,353.47482365921974,1.94588771757639e-06
6.240251469155714,6.23882,353.4945494282048,1.94588771757639e-06
6.240251469155714,6.23804,353.53109187324407,1.94588771757639e-06
6.240251469155714,6.23847,353.4444607118818,2.7144176165949066e-06
6.240251469155714,6.23833,353.4347605452873,2.7144176165949066e-06
6.240251469155714,6.23902,353.41721939091696,2.7144176165949066e-06
6.240251469155714,6.23757,353.4400651384703,2.7144176165949066e-06
6.240251469155714,6.23838,353.43188554280744,2.7144176165949066e-06
6.240251469155714,6.23776,353.420460691181,2.7144176165949066e-06
6.240251469155714,6.23767,353.4252771510316,2.7144176165949066e-06
6.240251469155714,6.23813,353.4346102287019,2.7144176165949066e-06
6.240251469155714,6.23921,353.44478507925015,2.7144176165949066e-06
6.240251469155714,6.23833,353.4442012179871,2.7144176165949066e-06
6.240251469155714,6.23884,353.2725769941901,3.786479009414645e-06
6.240251469155714,6.23954,353.26241261437156,3.786479009414645e-06
6.240251469155714,6.23771,353.24215361361837,3.786479009414645e-06
6.240251469155714,6.23841,353.2488793908904,3.786479009414645e-06
6.240251469155714,6.23889,353.2585429813227,3.786479009414645e-06
6.240251469155714,6.23785,353.2680942769662,3.786479009414645e-06
6.240251469155714,6.23935,353.25117803118746,3.786479009414645e-06
6.240251469155714,6.23773,353.26235022837784,3.786479009414645e-06
6.240251469155714,6.23814,353.2540869199325,3.786479009414645e-06
6.240251469155714,6.23858,353.24451407276393,3.786479009414645e-06
6.240251469155714,6.23887,353.03333973239836,5.281951900505008e-06
6.240251469155714,6.23899,353.04001805420285,5.281951900505008e-06
6.240251469155714,6.23936,353.0536149807892,5.281951900505008e-06
6.240251469155714,6.23855,353.0538650214509,5.281951900505008e-06
6.240251469155714,6.24024,353.0528652653741,5.281951900505008e-06
6.240251469155714,6.24062,353.00577630693033,5.281951900505008e-06
6.240251469155714,6.23948,352.9959474727879,5.281951900505008e-06
6.240251469155714,6.23973,353.0243760796025,5.281951900505008e-06
6.240251469155714,6.24049,353.0306864553926,5.281951900505008e-06
6.240251469155714,6.23894,353.03238835817314,5.281951900505008e-06
6.240251469155714,6.23835,352.65244061233665,7.368062997280774e-06
6.240251469155714,6.2372,352.6264165797253,7.368062997280774e-06
6.240251469155714,6.23858,352.6236346089195,7.368062997280774e-06
6.240251469155714,6.23676,352.637191506778,7.368062997280774e-06
6.240251469155714,6.23872,352.6540893927293,7.368062997280774e-06
6.240251469155714,6.23891,352.6470978876807,7.368062997280774e-06
6.240251469155714,6.23857,352.62352880950596,7.368062997280774e-06
6.240251469155714,6.23865,352.6191476062423,7.368062997280774e-06
6.240251469155714,6.23734,352.5917726637635,7.368062997280774e-06
6.240251469155714,6.23705,352.63442440035266,7.368062997280774e-06
6.240251469155714,6.23832,351.8159567079759,1.0278085328021965e-05
6.240251469155714,6.2395,351.7922681361722,1.0278085328021965e-05
6.240251469155714,6.23954,351.8041537918279,1.0278085328021965e-05
6.240251469155714,6.23826,351.7520596605245,1.0278085328021965e-05
6.240251469155714,6.23985,351.7920648393513,1.0278085328021965e-05
6.240251469155714,6.23904,351.8013084720881,1.0278085328021965e-05
6.240251469155714,6.23879,351.7667490572279,1.0278085328021965e-05
6.240251469155714,6.24058,351.77938438296934,1.0278085328021965e-05
6.240251469155714,6.23878,351.76637025236016,1.0278085328021965e-05
6.240251469155714,6.23957,351.7505908253231,1.0278085328021965e-05
6.240251469155714,6.23796,350.19801830360507,1.433742328873774e-05
6.240251469155714,6.23982,350.2754584565331,1.433742328873774e-05
6.240251469155714,6.2402,350.2399805555174,1.433742328873774e-05
6.240251469155714,6.24023,350.21395373223487,1.433742328873774e-05
6.240251469155714,6.23901,350.22538267778623,1.433742328873774e-05
6.240251469155714,6.23987,350.210471157101,1.433742328873774e-05
6.240251469155714,6.2407,350.1863850557664,1.433742328873774e-05
6.240251469155714,6.24041,350.22695194103,1.433742328873774e-05
6.240251469155714,6.24127,350.1839193488353,1.433742328873774e-05
6.240251469155714,6.23981,350.16997332121747,1.433742328873774e-05
6.240251469155714,6.24125,347.1554465340306,1.9999999999999998e-05
6.240251469155714,6.2396,347.16749907403977,1.9999999999999998e-05
6.240251469155714,6.24066,347.1764527944293,1.9999999999999998e-05
6.240251469155714,6.23817,347.1962665568828,1.9999999999999998e-05
6.240251469155714,6.24026,347.17319667159603,1.9999999999999998e-05
6.240251469155714,6.2389,347.14854978132826,1.9999999999999998e-05
6.240251469155714,6.23906,347.1889826127894,1.9999999999999998e-05
6.240251469155714,6.23885,347.1618135023946,1.9999999999999998e-05
6.240251469155714,6.2385,347.1937441220074,1.9999999999999998e-05
6.240251469155714,6.23873,347.20422191189385,1.9999999999999998e-05
6.958761472972604,6.96117,331.9220255231675,1e-06
6.958761472972604,6.95848,332.0376782817365,1e-06
6.958761472972604,6.95643,331.9733997863417,1e-06
6.958761472972604,6.95717,332.0409295727303,1e-06
6.958761472972604,6.95587,331.9837635448201,1e-06
6.958761472972604,6.95651,332.04574423218094,1e-06
6.958761472972604,6.95749,332.0790645961575,1e-06
6.958761472972604,6.95707,332.03300965120764,1e-06
6.958761472972604,6.95552,332.00405941746396,1e-06
6.958761472972604,6.95677,332.0365121978463,1e-06
6.958761472972604,6.95469,332.2329270036399,1.3949507939624201e-06
6.958761472972604,6.95485,332.2948229127018,1.3949507939624201e-06
6.958761472972604,6.95604,332.23480207744075,1.3949507939624201e-06
6.958761472972604,6.95734,332.27016676984914,1.3949507939624201e-06
6.958761472972604,6.9569,332.24678530770825,1.3949507939624201e-06
6.958761472972604,6.95963,332.20105998584194,1.3949507939624201e-06
6.958761472972604,6.95899,332.19111501313785,1.3949507939624201e-06
6.958761472972604,6.95949,332.19832126967464,1.3949507939624201e-06
6.958761472972604,6.95803,332.19365359827543,1.3949507939624201e-06
6.958761472972604,6.95723,332.25730912092894,1.3949507939624201e-06
6.958761472972604,6.95877,331.9989483399542,1.94588771757639e-06
6.958761472972604,6.9601,332.01405333044875,1.94588771757639e-06
6.958761472972604,6.95948,332.0002682470655,1.94588771757639e-06
6.958761472972604,6.95943,331.9805502032892,1.94588771757639e-06
6.958761472972604,6.95918,332.02321542813894,1.94588771757639e-06
6.958761472972604,6.95812,332.0106851393923,1.94588771757639e-06
6.958761472972604,6.95853,332.0034797267425,1.94588771757639e-06
6.958761472972604,6.95823,332.07012841425205,1.94588771757639e-06
6.958761472972604,6.95885,332.05129325148675,1.94588771757639e-06
6.958761472972604,6.95818,332.0477926282786,1.94588771757639e-06
6.958761472972604,6.95962,331.9304840857504,2.7144176165949066e-06
6.958761472972604,6.95871,331.94449121808515,2.7144176165949066e-06
6.958761472972604,6.95926,331.96683696520716,2.7144176165949066e-06
6.958761472972604,6.95981,331.9577578434521,2.7144176165949066e-06
6.958761472972604,6.96121,331.91972774735876,2.7144176165949066e-06
6.958761472972604,6.96031,331.9328662080582,2.7144176165949066e-06
6.958761472972604,6.9577,331.9193195191586,2.7144176165949066e-06
6.958761472972604,6.95914,331.92429658041345,2.7144176165949066e-06
6.958761472972604,6.9581,331.95791923599637,2.7144176165949066e-06
6.958761472972604,6.95977,331.9238535420567,2.7144176165949066e-06
6.958761472972604,6.95736,331.81055593044636,3.786479009414645e-06
6.958761472972604,6.95881,331.81933874407605,3.786479009414645e-06
6.958761472972604,6.95953,331.8065212580868,3.786479009414645e-06
6.958761472972604,6.95918,331.8302976945969,3.786479009414645e-06
6.958761472972604,6.95777,331.80685417243524,3.786479009414645e-06
6.958761472972604,6.96085,331.7945930560812,3.786479009414645e-06
6.958761472972604,6.95924,331.7731651686631,3.786479009414645e-06
6.958761472972604,6.95826,331.8061906123199,3.786479009414645e-06
6.958761472972604,6.96127,331.7980645530608,3.786479009414645e-06
6.958761472972604,6.95874,331.7780653048998,3.786479009414645e-06
6.958761472972604,6.95933,331.66744528090453,5.281951900505008e-06
6.958761472972604,6.95899,331.6689808964808,5.281951900505008e-06
